,Daily_Avg,Daily_Sum,Daily_Count,Dly_Cnt_Diff,Rig_Count,WTI_Spot_Price,Brent_Spot_Price,fracs_per_day,volume_per_day,avg_volh2o_per_ft
2016-07-05,0.0,0.0,0,0.0,14.0,46.73,45.64,4.0,3973802.345454545,1428.7782670454544
2016-07-06,0.0,0.0,0,0.0,14.0,47.37,45.7,4.0,3973802.345454545,1428.7782670454544
2016-07-07,0.0,0.0,0,0.0,14.0,45.22,45.93,4.0,4015028.184615385,1616.8242424242426
2016-07-08,0.0,0.0,0,0.0,14.0,45.37,44.53,4.0,4015028.184615385,1616.8242424242426
2016-07-09,0.0,0.0,0,0.0,16.0,45.37,44.53,3.0,1759023.3846153847,1443.642929292929
2016-07-10,0.0,0.0,0,0.0,16.0,45.37,44.53,3.0,1759023.3846153847,1443.642929292929
2016-07-11,0.0,0.0,0,0.0,16.0,44.73,44.04,4.0,4713964.884615385,1642.380208333333
2016-07-12,0.0,0.0,0,0.0,16.0,46.82,46.72,4.0,4713964.884615385,1642.380208333333
2016-07-13,0.0,0.0,0,0.0,16.0,44.87,44.67,4.0,4713964.884615385,1642.380208333333
2016-07-14,0.0,0.0,0,0.0,16.0,45.64,46.01,4.0,4713964.884615385,1642.380208333333
2016-07-15,0.0,0.0,0,0.0,16.0,45.93,46.25,4.0,4713964.884615385,1642.380208333333
2016-07-16,0.0,0.0,0,0.0,16.0,45.93,46.25,3.0,1759023.3846153847,1443.642929292929
2016-07-17,0.0,0.0,0,0.0,16.0,45.93,46.25,3.0,1759023.3846153847,1443.642929292929
2016-07-18,0.0,0.0,0,0.0,16.0,45.23,45.35,4.0,3189687.384615385,1285.951515151515
2016-07-19,0.0,0.0,0,0.0,16.0,44.64,45.7,8.0,9988879.893311039,1395.1645123106061
2016-07-20,0.0,0.0,0,0.0,16.0,44.96,45.82,8.0,9988879.893311039,1395.1645123106061
2016-07-21,0.0,0.0,0,0.0,16.0,43.96,44.99,5.0,8229856.508695653,1366.077462121212
2016-07-22,0.0,0.0,0,0.0,16.0,43.41,44.24,4.0,3525823.6147562587,1548.3611268939392
2016-07-23,0.0,0.0,0,0.0,13.0,43.41,44.24,4.0,3525823.6147562587,1548.3611268939392
2016-07-24,0.0,0.0,0,0.0,13.0,43.41,44.24,4.0,3525823.6147562587,1548.3611268939392
2016-07-25,0.0,0.0,0,0.0,13.0,42.4,43.76,4.0,4125270.7147562583,1579.091524621212
2016-07-26,0.0,0.0,0,0.0,13.0,42.16,43.56,5.0,5065930.714756258,1797.7391287878788
2016-07-27,0.0,0.0,0,0.0,13.0,41.9,42.78,5.0,5065930.714756258,1797.7391287878788
2016-07-28,0.0,0.0,0,0.0,13.0,41.13,41.87,8.0,7441639.870311813,1770.4121448863636
2016-07-29,0.0,0.0,0,0.0,13.0,41.54,40.76,8.0,7971574.648089591,1925.617021780303
2016-07-30,0.0,0.0,0,0.0,14.0,41.54,40.76,7.0,5623365.148089591,1946.5699404761906
2016-07-31,0.0,0.0,0,0.0,14.0,41.54,40.76,25.0,16062235.748089591,1335.8631136363638
2016-08-01,0.0,0.0,0,0.0,14.0,40.05,40.17,28.0,18845198.803645145,1350.7745468073592
2016-08-02,0.0,0.0,0,0.0,14.0,39.5,40.0,28.0,18845198.803645145,1350.7745468073592
2016-08-03,0.0,0.0,0,0.0,14.0,40.8,40.45,27.0,18279226.530917875,1357.1325336700336
2016-08-04,0.0,0.0,0,0.0,14.0,41.92,41.33,28.0,20422354.530917875,1410.137378246753
2016-08-05,0.0,0.0,0,0.0,14.0,41.83,42.47,28.0,20422354.530917875,1410.137378246753
2016-08-06,0.0,0.0,0,0.0,15.0,41.83,42.47,29.0,21930249.155917875,1440.2943247126436
2016-08-07,0.0,0.0,0,0.0,15.0,41.83,42.47,27.0,20544625.60036232,1459.5065586419753
2016-08-08,0.0,0.0,0,0.0,15.0,43.06,43.24,29.0,21475997.489251208,1400.162062434692
2016-08-09,0.0,0.0,0,0.0,15.0,42.78,43.37,29.0,21475997.489251208,1400.162062434692
2016-08-10,0.0,0.0,0,0.0,15.0,41.75,42.19,28.0,19793907.98925121,1359.1456912878787
2016-08-11,0.0,0.0,0,0.0,15.0,43.51,44.23,7.0,7313503.833695652,1962.3817911255412
2016-08-12,0.0,0.0,0,0.0,15.0,44.47,45.12,5.0,4554767.225,1642.7551893939394
2016-08-13,0.0,0.0,0,0.0,13.0,44.47,45.12,4.0,3564681.625,1350.2581912878788
2016-08-14,0.0,0.0,0,0.0,13.0,44.47,45.12,4.0,3564681.625,1350.2581912878788
2016-08-15,0.0,0.0,0,0.0,13.0,45.72,47.31,3.0,2056787.0,1038.7813131313133
2016-08-16,0.0,0.0,0,0.0,13.0,46.57,48.27,6.0,5488597.6,1279.5054924242424
2016-08-17,0.0,0.0,0,0.0,13.0,46.81,48.58,3.0,3431810.6,1520.2296717171719
2016-08-18,0.0,0.0,0,0.0,13.0,48.2,49.46,3.0,3431810.6,1520.2296717171719
2016-08-19,0.0,0.0,0,0.0,13.0,48.48,49.39,6.0,10477564.336842107,1524.533301767677
2016-08-20,0.0,0.0,0,0.0,13.0,48.48,49.39,6.0,10477564.336842107,1524.533301767677
2016-08-21,0.0,0.0,0,0.0,13.0,48.48,49.39,6.0,6624539.351842105,1897.5906287878788
2016-08-22,0.0,0.0,0,0.0,13.0,46.8,48.1,5.0,4577005.751842106,1889.3183000000001
2016-08-23,0.0,0.0,0,0.0,13.0,47.54,48.7,5.0,4577005.751842106,1889.3183000000001
2016-08-24,0.0,0.0,0,0.0,13.0,46.29,47.56,6.0,6500381.751842106,1756.5697954545456
2016-08-25,0.0,0.0,0,0.0,13.0,46.97,49.25,6.0,6500381.751842106,1756.5697954545456
2016-08-26,0.0,0.0,0,0.0,13.0,47.64,49.66,6.0,6500381.751842106,1756.5697954545456
2016-08-27,0.0,0.0,0,0.0,14.0,47.64,49.66,7.0,9418589.323270677,1545.8397759740258
2016-08-28,0.0,0.0,0,0.0,14.0,47.64,49.66,6.0,7495213.323270677,1621.3418598484848
2016-08-29,0.0,0.0,0,0.0,14.0,46.97,49.66,6.0,7495213.323270677,1621.3418598484848
2016-08-30,0.0,0.0,0,0.0,14.0,46.32,47.94,5.0,5153950.308270676,1259.4275
2016-08-31,0.0,0.0,0,0.0,14.0,44.68,47.94,5.0,5153950.308270676,1259.4275
2016-09-01,0.0,0.0,0,0.0,14.0,43.17,45.05,5.0,5153950.308270676,1259.4275
2016-09-02,0.0,0.0,0,0.0,14.0,44.39,45.96,4.0,2298727.3082706765,1303.903409090909
2016-09-03,0.0,0.0,0,0.0,14.0,44.39,45.96,5.0,2870821.661211853,1411.516818181818
2016-09-04,0.0,0.0,0,0.0,14.0,44.39,45.96,6.0,2723476.4897832815,1257.1002840909089
2016-09-05,0.0,0.0,0,0.0,14.0,44.39,46.72,6.0,2723476.4897832815,1257.1002840909089
2016-09-06,0.0,0.0,0,0.0,14.0,44.85,46.21,6.0,2723476.4897832815,1257.1002840909089
2016-09-07,0.0,0.0,0,0.0,14.0,45.47,47.0,6.0,2723476.4897832815,1257.1002840909089
2016-09-08,0.0,0.0,0,0.0,14.0,47.63,49.23,13.0,18316441.31704374,1165.0954545454545
2016-09-09,0.0,0.0,0,0.0,14.0,45.88,48.37,13.0,18316441.31704374,1165.0954545454545
2016-09-10,0.0,0.0,0,0.0,15.0,45.88,48.37,16.0,19571795.13522556,1110.0975852272727
2016-09-11,0.0,0.0,0,0.0,15.0,45.88,48.37,16.0,19571795.13522556,1110.0975852272727
2016-09-12,0.0,0.0,0,0.0,15.0,46.28,47.82,9.0,4555318.301892226,1151.8773148148148
2016-09-13,0.0,0.0,0,0.0,15.0,44.91,46.48,9.0,4555318.301892226,1151.8773148148148
2016-09-14,0.0,0.0,0,0.0,15.0,43.62,45.65,10.0,6271312.301892226,1264.188787878788
2016-09-15,0.0,0.0,0,0.0,15.0,43.85,45.83,9.0,6444819.776892226,1383.4670664983164
2016-09-16,0.0,0.0,0,0.0,15.0,43.04,45.26,9.0,6444819.776892226,1383.4670664983164
2016-09-17,0.0,0.0,0,0.0,14.0,43.04,45.26,9.0,6444819.776892226,1383.4670664983164
2016-09-18,0.0,0.0,0,0.0,14.0,43.04,45.26,9.0,6444819.776892226,1383.4670664983164
2016-09-19,0.0,0.0,0,0.0,14.0,43.34,46.04,9.0,6444819.776892226,1383.4670664983164
2016-09-20,0.0,0.0,0,0.0,14.0,43.85,45.24,10.0,9967212.61022556,1645.3922727272725
2016-09-21,0.0,0.0,0,0.0,14.0,45.33,45.99,11.0,10200874.971570097,1522.584400826446
2016-09-22,0.0,0.0,0,0.0,14.0,46.1,47.21,7.0,6802505.989285715,1567.4195075757577
2016-09-23,0.0,0.0,0,0.0,14.0,44.36,46.71,7.0,6802505.989285715,1567.4195075757577
2016-09-24,0.0,0.0,0,0.0,11.0,44.36,46.71,8.0,10181018.685714286,1517.50390625
2016-09-25,0.0,0.0,0,0.0,11.0,44.36,46.71,8.0,11986002.852380954,1503.5208570075756
2016-09-26,0.0,0.0,0,0.0,11.0,45.6,46.61,8.0,11986002.852380954,1503.5208570075756
2016-09-27,0.0,0.0,0,0.0,11.0,44.65,44.95,6.0,5241389.019047619,1134.1515782828283
2016-09-28,0.0,0.0,0,0.0,11.0,47.07,45.49,6.0,5241389.019047619,1134.1515782828283
2016-09-29,0.0,0.0,0,0.0,11.0,47.72,48.43,7.0,3878510.2690476193,1373.459226190476
2016-09-30,0.0,0.0,0,0.0,11.0,47.72,48.24,8.0,4652191.402380953,1476.521543560606
2016-10-01,0.0,0.0,0,0.0,11.0,47.72,48.24,8.0,4652191.402380953,1476.521543560606
2016-10-02,0.0,0.0,0,0.0,11.0,47.72,48.24,7.0,5796344.830952382,1542.759713203463
2016-10-03,0.0,0.0,0,0.0,11.0,48.8,48.61,7.0,5796344.830952382,1542.759713203463
2016-10-04,0.0,0.0,0,0.0,11.0,48.67,48.81,8.0,6548081.886507936,1670.2572443181816
2016-10-05,0.0,0.0,0,0.0,11.0,49.75,49.57,9.0,7380706.636507936,1753.4301346801346
2016-10-06,0.0,0.0,0,0.0,11.0,50.44,50.14,10.0,8662038.297222221,1779.2712121212123
2016-10-07,0.0,0.0,0,0.0,11.0,49.76,50.49,10.0,8662038.297222221,1779.2712121212123
2016-10-08,0.0,0.0,0,0.0,11.0,49.76,50.49,8.0,5515192.230555556,1940.8668323863637
2016-10-09,0.0,0.0,0,0.0,11.0,49.76,50.49,9.0,7859075.730555556,1922.511553030303
2016-10-10,0.0,0.0,0,0.0,11.0,49.76,51.54,10.0,8471829.793055557,1915.943446969697
2016-10-11,0.0,0.0,0,0.0,11.0,50.72,50.48,11.0,10120188.959722223,1912.0518078512398
2016-10-12,0.0,0.0,0,0.0,11.0,50.14,49.53,11.0,10120188.959722223,1912.0518078512398
2016-10-13,0.0,0.0,0,0.0,11.0,50.47,49.29,12.0,12686220.959722223,1833.712642045455
2016-10-14,0.0,0.0,0,0.0,11.0,50.35,48.87,13.0,13763882.959722223,1752.420061188811
2016-10-15,0.0,0.0,0,0.0,13.0,50.35,48.87,13.0,13763882.959722223,1752.420061188811
2016-10-16,0.0,0.0,0,0.0,13.0,50.35,48.87,12.0,12407605.826388888,1728.2061237373737
2016-10-17,0.0,0.0,0,0.0,13.0,49.97,49.31,12.0,12407605.826388888,1728.2061237373737
2016-10-18,0.0,0.0,0,0.0,13.0,50.3,49.81,9.0,6995705.826388889,1628.3585858585857
2016-10-19,0.0,0.0,0,0.0,13.0,51.59,51.85,10.0,10135783.326388888,1584.465056818182
2016-10-20,0.0,0.0,0,0.0,13.0,50.31,50.42,9.0,8152347.326388889,1635.2998106060606
2016-10-21,0.0,0.0,0,0.0,13.0,50.61,50.28,9.0,8152347.326388889,1635.2998106060606
2016-10-22,0.0,0.0,0,0.0,14.0,50.61,50.28,7.0,4218978.076388889,1589.1943722943722
2016-10-23,0.0,0.0,0,0.0,14.0,50.61,50.28,2.0,992897.1458333333,1792.376799242424
2016-10-24,0.0,0.0,0,0.0,14.0,50.18,49.8,2.0,1422693.0625,2462.390625
2016-10-25,0.0,0.0,0,0.0,14.0,49.45,49.08,2.0,1422693.0625,2462.390625
2016-10-26,0.0,0.0,0,0.0,14.0,48.75,48.98,2.0,1422693.0625,2462.390625
2016-10-27,0.0,0.0,0,0.0,14.0,49.71,49.13,1.0,809939.0,3067.9507575757575
2016-10-28,0.0,0.0,0,0.0,14.0,48.72,47.78,6.0,4291075.813431014,1711.807986111111
2016-10-29,0.0,0.0,0,0.0,14.0,48.72,47.78,6.0,4291075.813431014,1711.807986111111
2016-10-30,0.0,0.0,0,0.0,14.0,48.72,47.78,7.0,6594271.813431014,1716.5276244588745
2016-10-31,0.0,0.0,0,0.0,14.0,46.83,46.2,8.0,7465732.080097681,1811.4290956439393
2016-11-01,0.0,0.0,0,0.0,14.0,46.66,45.77,8.0,7465732.080097681,1811.4290956439393
2016-11-02,0.0,0.0,0,0.0,14.0,45.32,44.26,9.0,9799864.480097681,1855.7539351851851
2016-11-03,0.0,0.0,0,0.0,14.0,44.66,43.84,9.0,9799864.480097681,1855.7539351851851
2016-11-04,0.0,0.0,0,0.0,14.0,44.07,43.06,9.0,10392246.48009768,1844.6838594276091
2016-11-05,0.0,0.0,0,0.0,16.0,44.07,43.06,8.0,9676093.765811967,1956.5887310606058
2016-11-06,0.0,0.0,0,0.0,16.0,44.07,43.06,8.0,9676093.765811967,1956.5887310606058
2016-11-07,0.0,0.0,0,0.0,16.0,44.88,42.83,11.0,11545463.025407925,1790.6699380165292
2016-11-08,0.0,0.0,0,0.0,16.0,44.96,43.47,10.0,8599649.625407925,1757.2026893939394
2016-11-09,0.0,0.0,0,0.0,16.0,45.2,43.88,11.0,10621050.825407924,1771.475688705234
2016-11-10,0.0,0.0,0,0.0,16.0,44.62,43.67,11.0,10621050.825407924,1771.475688705234
2016-11-11,0.0,0.0,0,0.0,16.0,43.39,41.61,11.0,11614681.748484848,1763.6063016528926
2016-11-12,0.0,0.0,0,0.0,17.0,43.39,41.61,11.0,11614681.748484848,1763.6063016528926
2016-11-13,0.0,0.0,0,0.0,17.0,43.39,41.61,10.0,10677951.94848485,1713.9517613636363
2016-11-14,0.0,0.0,0,0.0,17.0,43.29,41.83,10.0,11774256.95248485,1587.6722162878787
2016-11-15,0.0,0.0,0,0.0,17.0,45.86,44.15,9.0,9752855.752484849,1551.3907201178451
2016-11-16,0.0,0.0,0,0.0,17.0,45.56,45.07,11.0,11255590.557246752,1587.657111225895
2016-11-17,0.0,0.0,0,0.0,17.0,45.37,44.57,16.0,17144752.20118615,1599.0553032670455
2016-11-18,0.0,0.0,0,0.0,17.0,45.69,44.41,12.0,11727946.901186146,1595.8181347853535
2016-11-19,0.0,0.0,0,0.0,,45.69,44.41,10.0,12437275.219367966,1762.1198299242424
2016-11-20,0.0,0.0,0,0.0,,45.69,44.41,9.0,10531031.215367965,1757.3381102693602
2016-11-21,0.0,0.0,0,0.0,,47.48,45.96,11.0,12230459.65981241,1701.1632747933882
2016-11-22,0.0,0.0,0,0.0,,48.07,46.1,10.0,9951970.15981241,1698.6667613636364
2016-11-23,0.0,0.0,0,0.0,,46.72,46.54,10.0,9951970.15981241,1698.6667613636364
2016-11-24,0.0,0.0,0,0.0,,46.72,47.54,9.0,7684295.659812409,1696.5258207070708
2016-11-25,0.0,0.0,0,0.0,,46.72,46.32,9.0,7684295.659812409,1696.5258207070708
2016-11-26,0.0,0.0,0,0.0,19.0,46.72,46.32,9.0,8606775.109812409,1716.977462121212
2016-11-27,0.0,0.0,0,0.0,19.0,46.72,46.32,9.0,9255847.943145745,1801.9039772727274
2016-11-28,0.0,0.0,0,0.0,19.0,45.66,46.64,9.0,9255847.943145745,1801.9039772727274
2016-11-29,0.0,0.0,0,0.0,19.0,45.29,44.68,6.0,7176667.715873016,1954.4381313131314
2016-11-30,0.0,0.0,0,0.0,19.0,49.41,47.95,8.0,8162051.965873016,2025.706013257576
2016-12-01,0.0,0.0,0,0.0,19.0,51.08,52.28,4.0,4927322.95,2309.505587121212
2016-12-02,0.0,0.0,0,0.0,19.0,51.7,52.35,3.0,2791331.75,2405.1011363636367
2016-12-03,0.0,0.0,0,0.0,25.0,51.7,52.35,3.0,2791331.75,2405.1011363636367
2016-12-04,0.0,0.0,0,0.0,25.0,51.7,52.35,3.0,2791331.75,2405.1011363636367
2016-12-05,0.0,0.0,0,0.0,25.0,51.72,53.3,3.0,2791331.75,2405.1011363636367
2016-12-06,0.0,0.0,0,0.0,25.0,50.95,52.31,3.0,2687785.9699999997,2245.3304318181818
2016-12-07,0.0,0.0,0,0.0,25.0,49.85,51.9,4.0,3725816.303333333,2421.2352765151513
2016-12-08,0.0,0.0,0,0.0,25.0,50.84,51.6,5.0,4840597.374761905,2528.1600015151516
2016-12-09,0.0,0.0,0,0.0,25.0,51.51,52.19,5.0,4840597.374761905,2528.1600015151516
2016-12-10,0.0,0.0,0,0.0,25.0,51.51,52.19,6.0,6424016.874761905,2506.6534103535355
2016-12-11,0.0,0.0,0,0.0,25.0,51.51,52.19,6.0,6424016.874761905,2506.6534103535355
2016-12-12,0.0,0.0,0,0.0,25.0,52.74,53.99,7.0,9284776.419761904,2458.166077380952
2016-12-13,3.0,3.0,1,1.0,25.0,52.99,53.28,8.0,11353766.419761904,2444.7859427083336
2016-12-14,0.0,0.0,0,-1.0,25.0,51.01,53.15,7.0,9651364.699761905,2471.6165091991343
2016-12-15,0.0,0.0,0,0.0,25.0,50.9,51.72,7.0,9651364.699761905,2471.6165091991343
2016-12-16,0.0,0.0,0,0.0,25.0,51.93,54.15,9.0,13348164.36642857,2389.136030723906
2016-12-17,0.0,0.0,0,0.0,23.0,51.93,54.15,10.0,22750198.02142857,2355.975
2016-12-18,0.0,0.0,0,0.0,23.0,51.93,54.15,10.0,22750198.02142857,2355.975
2016-12-19,0.0,0.0,0,0.0,23.0,52.13,53.53,14.0,15532985.880519481,2051.072767857143
2016-12-20,0.0,0.0,0,0.0,23.0,52.22,54.56,13.0,13463995.880519481,2027.9918269230768
2016-12-21,0.0,0.0,0,0.0,23.0,51.44,53.01,13.0,13463995.880519481,2027.9918269230768
2016-12-22,0.0,0.0,0,0.0,23.0,51.98,54.04,14.0,13776275.213852815,1959.177313311688
2016-12-23,0.0,0.0,0,0.0,23.0,52.01,53.93,12.0,8717405.5228164,1930.1859248737373
2016-12-24,0.0,0.0,0,0.0,23.0,52.01,53.93,12.0,8717405.5228164,1930.1859248737373
2016-12-25,0.0,0.0,0,0.0,23.0,52.01,53.93,10.0,7732021.272816399,1868.3211780303031
2016-12-26,0.0,0.0,0,0.0,23.0,52.01,53.93,10.0,7732021.272816399,1868.3211780303031
2016-12-27,0.0,0.0,0,0.0,23.0,52.82,53.93,10.0,7732021.272816399,1868.3211780303031
2016-12-28,0.0,0.0,0,0.0,23.0,54.01,54.95,10.0,7732021.272816399,1868.3211780303031
2016-12-29,0.0,0.0,0,0.0,23.0,53.8,54.97,10.0,7732021.272816399,1868.3211780303031
2016-12-30,0.0,0.0,0,0.0,23.0,53.75,54.96,9.0,6439895.472816399,1804.0004250841748
2016-12-31,0.0,0.0,0,0.0,24.0,53.75,54.96,12.0,8520885.31372549,1526.6842518939393
2017-01-01,0.0,0.0,0,0.0,24.0,53.75,54.96,9.0,7562982.31372549,1793.6843055555555
2017-01-02,0.0,0.0,0,0.0,24.0,53.75,54.96,9.0,7942106.0470588235,1721.1409722222222
2017-01-03,0.0,0.0,0,0.0,24.0,52.36,55.05,9.0,7942106.0470588235,1721.1409722222222
2017-01-04,0.0,0.0,0,0.0,24.0,53.26,54.57,9.0,7942106.0470588235,1721.1409722222222
2017-01-05,0.0,0.0,0,0.0,24.0,53.77,54.99,9.0,7942106.0470588235,1721.1409722222222
2017-01-06,0.0,0.0,0,0.0,24.0,53.98,55.9,9.0,7942106.0470588235,1721.1409722222222
2017-01-07,0.0,0.0,0,0.0,21.0,53.98,55.9,9.0,7942106.0470588235,1721.1409722222222
2017-01-08,0.0,0.0,0,0.0,21.0,53.98,55.9,7.0,4402136.198573975,1550.604761904762
2017-01-09,0.0,0.0,0,0.0,21.0,51.95,54.39,7.0,8546538.048573975,1719.8511093073594
2017-01-10,0.0,0.0,0,0.0,21.0,50.82,53.2,7.0,8560339.734848484,1303.1549783549783
2017-01-11,0.0,0.0,0,0.0,21.0,52.19,53.61,10.0,10138139.234848484,1380.1015340909091
2017-01-12,0.0,0.0,0,0.0,21.0,53.01,54.51,11.0,10684630.734848484,1311.093491735537
2017-01-13,0.0,0.0,0,0.0,21.0,52.36,54.37,13.0,15174720.534848485,1400.015909090909
2017-01-14,0.0,0.0,0,0.0,23.0,52.36,54.37,11.0,11153993.284848485,1377.6546659779617
2017-01-15,0.0,0.0,0,0.0,23.0,52.36,54.37,10.0,9626178.284848485,1370.7406818181819
2017-01-16,0.0,0.0,0,0.0,23.0,52.36,54.3,10.0,9626178.284848485,1370.7406818181819
2017-01-17,0.0,0.0,0,0.0,23.0,52.45,54.68,10.0,9329220.883838383,1447.3723295454545
2017-01-18,0.0,0.0,0,0.0,23.0,51.12,53.77,12.0,10281168.883838383,1414.336837121212
2017-01-19,0.0,0.0,0,0.0,23.0,51.39,53.18,11.0,10095039.588838384,1477.0395836776859
2017-01-20,0.0,0.0,0,0.0,23.0,52.33,55.04,12.0,12613724.570656566,1442.421256628788
2017-01-21,0.0,0.0,0,0.0,25.0,52.33,55.04,12.0,12613724.570656566,1442.421256628788
2017-01-22,0.0,0.0,0,0.0,25.0,52.33,55.04,12.0,12613724.570656566,1442.421256628788
2017-01-23,0.0,0.0,0,0.0,25.0,52.77,54.8,13.0,14702368.190656565,1483.6105611888113
2017-01-24,0.0,0.0,0,0.0,25.0,52.38,54.7,11.0,10382397.185656564,1421.900118801653
2017-01-25,0.0,0.0,0,0.0,25.0,52.14,54.34,11.0,11373934.685656564,1578.3075568181819
2017-01-26,0.0,0.0,0,0.0,25.0,53.24,55.89,11.0,11373934.685656564,1578.3075568181819
2017-01-27,0.0,0.0,0,0.0,25.0,53.18,54.8,12.0,10344647.403781798,1641.4303519570706
2017-01-28,0.0,0.0,0,0.0,25.0,53.18,54.8,8.0,7791756.296906797,1961.1250018939395
2017-01-29,0.0,0.0,0,0.0,25.0,53.18,54.8,12.0,10537030.274965262,1893.876057133838
2017-01-30,0.0,0.0,0,0.0,25.0,52.63,54.77,12.0,10537030.274965262,1893.876057133838
2017-01-31,0.0,0.0,0,0.0,25.0,52.75,55.25,14.0,13275617.544196032,1972.9752973484847
2017-02-01,0.0,0.0,0,0.0,25.0,53.9,55.79,13.0,10716620.54419603,1901.054078962704
2017-02-02,0.0,0.0,0,0.0,25.0,53.55,55.94,13.0,10716620.54419603,1901.054078962704
2017-02-03,0.0,0.0,0,0.0,25.0,53.81,55.92,13.0,10716620.54419603,1901.054078962704
2017-02-04,0.0,0.0,0,0.0,27.0,53.81,55.92,13.0,10599457.344196029,1930.0282048368301
2017-02-05,0.0,0.0,0,0.0,27.0,53.81,55.92,13.0,10599457.344196029,1930.0282048368301
2017-02-06,0.0,0.0,0,0.0,27.0,53.01,55.02,13.0,10599457.344196029,1930.0282048368301
2017-02-07,0.0,0.0,0,0.0,27.0,52.19,53.79,13.0,10599457.344196029,1930.0282048368301
2017-02-08,0.0,0.0,0,0.0,27.0,52.37,54.42,14.0,11424927.814784264,1982.0093882575761
2017-02-09,0.0,0.0,0,0.0,27.0,52.99,53.98,14.0,12969570.314784266,2011.9156112012988
2017-02-10,0.0,0.0,0,0.0,27.0,53.84,55.2,14.0,14897025.691707343,2099.8291231060607
2017-02-11,0.0,0.0,0,0.0,29.0,53.84,55.2,17.0,14875820.674613327,1870.8844338235297
2017-02-12,0.0,0.0,0,0.0,29.0,53.84,55.2,15.0,13466613.454100505,1870.7692522727273
2017-02-13,0.0,0.0,0,0.0,29.0,52.96,54.15,15.0,15128167.79338622,1878.2443280303028
2017-02-14,0.0,0.0,0,0.0,29.0,53.21,54.96,15.0,13782762.524155451,1807.2756159090911
2017-02-15,0.0,0.0,0,0.0,29.0,53.11,54.57,15.0,13782762.524155451,1807.2756159090911
2017-02-16,0.0,0.0,0,0.0,29.0,53.41,54.16,16.0,16424548.524155453,1881.9477365056816
2017-02-17,0.0,0.0,0,0.0,29.0,53.41,54.48,16.0,16075699.224155448,1814.101479403409
2017-02-18,0.0,0.0,0,0.0,30.0,53.41,54.48,15.0,14216285.724155448,1841.1318053030302
2017-02-19,0.0,0.0,0,0.0,30.0,53.41,54.48,15.0,14216285.724155448,1841.1318053030302
2017-02-20,0.0,0.0,0,0.0,30.0,53.41,55.25,14.0,13841476.376329362,1856.0203460497837
2017-02-21,0.0,0.0,0,0.0,30.0,54.02,56.34,13.0,14071860.973551584,1856.140661130536
2017-02-22,0.0,0.0,0,0.0,30.0,53.61,54.9,11.0,11577763.035508107,1924.9969865702478
2017-02-23,2.1,2.1,1,1.0,30.0,54.48,55.82,12.0,9841761.517174773,1864.2525722853534
2017-02-24,0.0,0.0,0,-1.0,30.0,53.99,54.69,14.0,11179690.126405543,1900.7884872835496
2017-02-25,0.0,0.0,0,0.0,32.0,53.99,54.69,16.0,13010073.320086863,1590.0453596117427
2017-02-26,0.0,0.0,0,0.0,32.0,53.99,54.69,13.0,11409113.849498626,1594.3646267482518
2017-02-27,0.0,0.0,0,0.0,32.0,54.04,54.65,17.0,15710405.513784342,1518.1001557486632
2017-02-28,0.0,0.0,0,0.0,32.0,54.0,53.36,16.0,13648667.680451008,1466.5511716382575
2017-03-01,0.0,0.0,0,0.0,32.0,53.82,55.72,16.0,13747758.280451007,1517.620099195076
2017-03-02,0.0,0.0,0,0.0,32.0,52.63,54.16,13.0,10980964.437326008,1537.6879953379953
2017-03-03,0.0,0.0,0,0.0,32.0,53.33,54.12,13.0,10980964.437326008,1537.6879953379953
2017-03-04,0.0,0.0,0,0.0,32.0,53.33,54.12,13.0,10980964.437326008,1537.6879953379953
2017-03-05,0.0,0.0,0,0.0,32.0,53.33,54.12,11.0,9095917.380183151,1634.6194042699724
2017-03-06,0.0,0.0,0,0.0,32.0,53.19,54.73,9.0,9058877.755183151,1842.0934974747474
2017-03-07,0.0,0.0,0,0.0,32.0,52.68,54.61,7.0,6284674.440897436,1951.6745400432897
2017-03-08,0.0,0.0,0,0.0,32.0,49.83,53.3,6.0,5510872.190897436,2081.549021464646
2017-03-09,0.0,0.0,0,0.0,32.0,48.75,50.65,7.0,7702154.990897436,2080.624648268398
2017-03-10,0.0,0.0,0,0.0,32.0,48.05,50.63,5.0,6023892.621666666,2029.14571969697
2017-03-11,0.0,0.0,0,0.0,30.0,48.05,50.63,4.0,3513248.1216666666,2060.931297348485
2017-03-12,0.0,0.0,0,0.0,30.0,48.05,50.63,4.0,3513248.1216666666,2060.931297348485
2017-03-13,0.0,0.0,0,0.0,30.0,47.95,50.1,4.0,3513248.1216666666,2060.931297348485
2017-03-14,0.0,0.0,0,0.0,30.0,47.24,49.6,5.0,5238489.961666666,2040.845456060606
2017-03-15,0.0,0.0,0,0.0,30.0,48.34,50.63,7.0,4686742.953333333,1465.2714025974026
2017-03-16,0.0,0.0,0,0.0,30.0,48.3,50.56,7.0,4686742.953333333,1465.2714025974026
2017-03-17,0.0,0.0,0,0.0,30.0,48.34,50.58,7.0,4686742.953333333,1465.2714025974026
2017-03-18,0.0,0.0,0,0.0,33.0,48.34,50.58,7.0,4686742.953333333,1465.2714025974026
2017-03-19,0.0,0.0,0,0.0,33.0,48.34,50.58,11.0,6531108.096190476,1377.0238126721763
2017-03-20,0.0,0.0,0,0.0,33.0,47.79,50.67,10.0,6052430.054523811,1297.145265909091
