,Daily_Avg,Daily_Sum,Daily_Count,Dly_Cnt_Diff,Rig_Count,WTI_Spot_Price,Brent_Spot_Price,fracs_per_day,volume_per_day,avg_volh2o_per_ft
2017-12-05,0.0,0.0,0,0.0,30.0,57.66,63.45,14.0,9707897.433286449,2050.028542478355
2017-12-06,0.0,0.0,0,0.0,30.0,55.79,62.25,14.0,10105004.661286449,2045.9939799783554
2017-12-07,0.0,0.0,0,0.0,30.0,56.5,62.37,16.0,11839824.994619781,1975.0622395833334
2017-12-08,0.0,0.0,0,0.0,30.0,57.15,63.86,17.0,14258003.994619781,1939.7035984848485
2017-12-09,0.0,0.0,0,0.0,29.0,57.15,63.86,10.0,11249649.968575718,1757.054678030303
2017-12-10,0.0,0.0,0,0.0,29.0,57.15,63.86,11.0,13724541.968575718,1767.7695420110192
2017-12-11,0.0,0.0,0,0.0,29.0,57.84,65.62,8.0,11541359.392147146,1676.4177078598486
2017-12-12,0.0,0.0,0,0.0,29.0,57.12,64.96,7.0,9123180.392147146,1719.6251888528136
2017-12-13,0.0,0.0,0,0.0,29.0,56.59,63.66,7.0,9123180.392147146,1719.6251888528136
2017-12-14,0.0,0.0,0,0.0,29.0,57.0,63.72,6.0,7860961.642147147,1687.487278409091
2017-12-15,0.0,0.0,0,0.0,29.0,57.29,63.81,4.0,4199606.531036036,1556.9062964015152
2017-12-16,0.0,0.0,0,0.0,29.0,57.29,63.81,7.0,4767751.604886304,1763.2554112554114
2017-12-17,0.0,0.0,0,0.0,29.0,57.29,63.81,7.0,6110661.271552971,1944.6051677489177
2017-12-18,0.0,0.0,0,0.0,29.0,57.17,64.45,7.0,6110661.271552971,1944.6051677489177
2017-12-19,0.0,0.0,0,0.0,29.0,57.49,63.69,8.0,7167076.771552971,2001.6475615530303
2017-12-20,0.0,0.0,0,0.0,29.0,58.09,64.43,9.0,8120033.146552971,2100.103009259259
2017-12-21,0.0,0.0,0,0.0,29.0,58.34,64.64,11.0,9403522.924330747,1917.1539772727272
2017-12-22,0.0,0.0,0,0.0,29.0,58.25,64.61,11.0,8314788.214330749,2012.3651353305786
2017-12-23,0.0,0.0,0,0.0,29.0,58.25,64.61,11.0,8314788.214330749,2012.3651353305786
2017-12-24,0.0,0.0,0,0.0,29.0,58.25,64.61,11.0,8314788.214330749,2012.3651353305786
2017-12-25,0.0,0.0,0,0.0,29.0,58.25,64.61,11.0,8314788.214330749,2012.3651353305786
2017-12-26,0.0,0.0,0,0.0,29.0,59.55,64.61,11.0,8314788.214330749,2012.3651353305786
2017-12-27,0.0,0.0,0,0.0,29.0,59.67,66.03,11.0,8314788.214330749,2012.3651353305786
2017-12-28,0.0,0.0,0,0.0,29.0,59.84,66.8,12.0,12214163.251626784,2260.27298074495
2017-12-29,0.0,0.0,0,0.0,29.0,60.46,66.73,13.0,13529381.251626784,2220.5335381701634
2017-12-30,1.8,1.8,1,1.0,29.0,60.46,66.73,13.0,13529381.251626784,2220.5335381701634
2017-12-31,0.0,0.0,0,-1.0,29.0,60.46,66.73,11.0,12245891.473849006,2425.379029958678
2018-01-01,0.0,0.0,0,0.0,29.0,60.46,66.73,11.0,9756934.473849006,2296.189463842975
2018-01-02,0.0,0.0,0,0.0,29.0,60.37,66.65,10.0,9153045.348849006,2342.8117056818182
2018-01-03,1.9,1.9,1,1.0,29.0,61.61,67.85,9.0,8132096.995907831,2237.885859848485
2018-01-04,0.0,0.0,0,-1.0,29.0,61.98,68.73,9.0,8132096.995907831,2237.885859848485
2018-01-05,0.0,0.0,0,0.0,29.0,61.49,68.01,11.0,10373297.072830908,2351.8083688016527
2018-01-06,0.0,0.0,0,0.0,30.0,61.49,68.01,9.0,8313913.792446293,2396.1491161616163
2018-01-07,0.0,0.0,0,0.0,30.0,61.49,68.01,10.0,9079129.292446293,2330.4468181818183
2018-01-08,0.0,0.0,0,0.0,30.0,61.73,68.48,13.0,10786495.681335183,2240.38733974359
2018-01-09,3.0,3.0,1,1.0,30.0,62.92,69.08,13.0,10786495.681335183,2240.38733974359
2018-01-10,2.2,2.2,1,0.0,30.0,63.6,69.79,15.0,13077328.296719797,2317.689532828283
2018-01-11,0.0,0.0,0,-1.0,30.0,63.81,70.36,13.0,10528555.835181333,2191.535096153846
2018-01-12,0.0,0.0,0,0.0,30.0,64.22,69.64,13.0,10528555.835181333,2191.535096153846
2018-01-13,0.0,0.0,0,0.0,30.0,64.22,69.64,14.0,12499609.835181333,2168.320332792208
2018-01-14,0.0,0.0,0,0.0,30.0,64.22,69.64,13.0,12198673.768514669,2109.8754370629367
2018-01-15,0.0,0.0,0,0.0,30.0,64.22,70.31,13.0,12198673.768514669,2109.8754370629367
2018-01-16,0.0,0.0,0,0.0,30.0,63.82,69.4,13.0,12198673.768514669,2109.8754370629367
2018-01-17,0.0,0.0,0,0.0,30.0,63.92,69.19,13.0,12198673.768514669,2109.8754370629367
2018-01-18,0.0,0.0,0,0.0,30.0,63.96,69.48,13.0,12198673.768514669,2109.8754370629367
2018-01-19,0.0,0.0,0,0.0,30.0,63.38,68.56,11.0,9099512.69159159,2071.3014462809915
2018-01-20,0.0,0.0,0,0.0,29.0,63.38,68.56,9.0,8405125.57061257,2284.94515993266
2018-01-21,0.0,0.0,0,0.0,29.0,63.38,68.56,8.0,6434321.07061257,2290.619483901515
2018-01-22,0.0,0.0,0,0.0,29.0,63.66,69.32,10.0,7777277.737279236,2214.0173674242424
2018-01-23,0.0,0.0,0,0.0,29.0,64.45,69.81,10.0,7777277.737279236,2214.0173674242424
2018-01-24,0.0,0.0,0,0.0,29.0,65.69,69.91,11.0,7501878.288561287,1916.3996384297518
2018-01-25,0.0,0.0,0,0.0,29.0,65.62,71.08,11.0,7501878.288561287,1916.3996384297518
2018-01-26,0.0,0.0,0,0.0,29.0,66.27,70.08,11.0,7501878.288561287,1916.3996384297518
2018-01-27,0.0,0.0,0,0.0,29.0,66.27,70.08,8.0,5794511.899672399,1907.4785984848486
2018-01-28,0.0,0.0,0,0.0,29.0,66.27,70.08,8.0,5794511.899672399,1907.4785984848486
2018-01-29,0.0,0.0,0,0.0,29.0,65.71,68.41,9.0,8443359.4996724,1974.2452441077444
2018-01-30,0.0,0.0,0,0.0,29.0,64.64,67.78,9.0,8443359.4996724,1974.2452441077444
2018-01-31,0.0,0.0,0,0.0,29.0,64.82,67.78,9.0,8443359.4996724,1974.2452441077444
2018-02-01,0.0,0.0,0,0.0,29.0,65.92,68.6,9.0,9378397.596036036,2101.388639309764
2018-02-02,0.0,0.0,0,0.0,29.0,65.5,67.45,12.0,12432969.903728342,2016.6238658459595
2018-02-03,0.0,0.0,0,0.0,29.0,65.5,67.45,11.0,11235045.903728344,1931.8229362947657
2018-02-04,0.0,0.0,0,0.0,29.0,65.5,67.45,11.0,10693016.770395013,2030.2583391873275
2018-02-05,0.0,0.0,0,0.0,29.0,64.18,67.69,12.0,12691397.770395013,1987.2305609217167
2018-02-06,0.0,0.0,0,0.0,29.0,63.48,66.75,10.0,11443527.728728345,2159.218567045454
2018-02-07,0.0,0.0,0,0.0,29.0,61.91,65.74,11.0,12831661.719204536,2044.6931015840216
2018-02-08,0.0,0.0,0,0.0,29.0,61.3,64.26,11.0,12831661.719204536,2044.6931015840216
2018-02-09,0.0,0.0,0,0.0,29.0,59.2,63.04,12.0,13555283.219204536,2011.3515363005047
2018-02-10,1.5,1.5,1,1.0,30.0,59.2,63.04,12.0,12584340.819204533,1966.927830492424
2018-02-11,2.0,2.0,1,0.0,30.0,59.2,63.04,12.0,13206691.359204534,1925.399356060606
2018-02-12,2.3666666666666667,14.2,6,5.0,30.0,59.41,62.2,13.0,13826447.177386353,1876.611555944056
2018-02-13,0.0,0.0,0,-6.0,30.0,59.33,61.94,14.0,14689849.577386353,1976.172418831169
2018-02-14,0.0,0.0,0,0.0,30.0,60.7,62.29,16.0,17906186.653072625,1876.5153785511363
2018-02-15,0.0,0.0,0,0.0,30.0,61.48,62.86,15.0,15802441.29592977,1907.0150275252524
2018-02-16,2.1,2.1,1,1.0,30.0,61.89,64.3,13.0,14713558.988237461,1994.17424504662
2018-02-17,0.0,0.0,0,-1.0,30.0,61.89,64.3,13.0,14713558.988237461,1994.17424504662
2018-02-18,0.0,0.0,0,0.0,30.0,61.89,64.3,12.0,11684939.928237462,2032.4898989898986
2018-02-19,2.8000000000000003,8.4,3,3.0,30.0,61.89,64.95,16.0,17695219.87984174,2095.9644057765154
2018-02-20,0.0,0.0,0,-3.0,30.0,61.91,64.68,15.0,15791746.279841742,2115.5265782828283
2018-02-21,0.0,0.0,0,0.0,30.0,61.73,64.81,13.0,14579266.977139039,2160.901821095571
2018-02-22,0.0,0.0,0,0.0,30.0,62.72,66.12,14.0,15439810.810472371,2274.8352137445886
2018-02-23,0.0,0.0,0,0.0,30.0,63.52,67.04,12.0,13950278.88547237,2289.2247001262626
2018-02-24,0.0,0.0,0,0.0,29.0,63.52,67.04,9.0,10505922.38547237,2648.8440025252526
2018-02-25,0.0,0.0,0,0.0,29.0,63.52,67.04,10.0,11379610.38547237,2549.4308143939393
2018-02-26,0.0,0.0,0,0.0,29.0,63.81,67.96,12.0,12558381.89347237,2411.9538718434346
2018-02-27,0.0,0.0,0,0.0,29.0,62.94,67.59,15.0,14229024.793472368,2562.382377777778
2018-02-28,0.0,0.0,0,0.0,29.0,61.43,66.08,17.0,15654568.515694592,2546.796694741533
2018-03-01,0.0,0.0,0,0.0,29.0,60.98,64.23,18.0,16394716.162753416,2537.6997192760946
2018-03-02,0.0,0.0,0,0.0,29.0,61.19,64.26,19.0,18456595.912753418,2568.5607986443383
2018-03-03,0.0,0.0,0,0.0,31.0,61.19,64.26,18.0,16954253.27820796,2537.376371422559
2018-03-04,0.0,0.0,0,0.0,31.0,61.19,64.26,18.0,18380528.39585502,2531.2359042508415
2018-03-05,0.0,0.0,0,0.0,31.0,62.49,65.78,17.0,16458815.035855021,2551.6753585115866
2018-03-06,0.0,0.0,0,0.0,31.0,62.54,65.67,17.0,16337106.635855021,2532.8198103832437
2018-03-07,0.0,0.0,0,0.0,31.0,61.09,65.09,18.0,17125362.63585502,2557.986386574074
2018-03-08,0.0,0.0,0,0.0,31.0,60.13,63.87,18.0,17068753.95403684,2636.4808520622896
2018-03-09,0.0,0.0,0,0.0,31.0,62.02,65.19,16.0,16008810.711200237,2690.6327769886366
2018-03-10,0.0,0.0,0,0.0,31.0,62.02,65.19,17.0,17917416.711200237,2638.6774398395723
2018-03-11,0.0,0.0,0,0.0,31.0,62.02,65.19,19.0,20752708.13332145,2653.4406080542267
2018-03-12,3.3,3.3,1,1.0,31.0,61.35,64.53,19.0,20752708.13332145,2653.4406080542267
2018-03-13,3.0,3.0,1,0.0,31.0,60.69,64.2,19.0,21034836.999988116,2638.4521511164276
2018-03-14,0.0,0.0,0,-1.0,31.0,60.89,63.61,19.0,21034836.999988116,2638.4521511164276
2018-03-15,0.0,0.0,0,0.0,31.0,61.16,63.67,19.0,21034836.999988116,2638.4521511164276
2018-03-16,0.0,0.0,0,0.0,31.0,62.29,64.68,18.0,19126230.999988116,2684.622156986532
2018-03-17,0.0,0.0,0,0.0,31.0,62.29,64.68,20.0,17723847.73695781,2615.687528409091
2018-03-18,0.0,0.0,0,0.0,31.0,62.29,64.68,23.0,20032818.73695781,2464.6435523715413
2018-03-19,0.0,0.0,0,0.0,31.0,62.01,64.82,19.0,16852536.145454545,2511.2908193779904
2018-03-20,0.0,0.0,0,0.0,31.0,63.37,66.0,20.0,20126325.895454545,2668.4085511363637
2018-03-21,0.0,0.0,0,0.0,31.0,65.1,68.15,20.0,19711517.478787877,2615.822149621212
2018-03-22,0.0,0.0,0,0.0,31.0,64.25,68.98,22.0,21984796.02424242,2593.292725550964
2018-03-23,0.0,0.0,0,0.0,31.0,65.8,69.03,20.0,19539241.478787877,2597.8767329545453
2018-03-24,0.0,0.0,0,0.0,,65.8,69.03,20.0,19401609.47878788,2608.2665625
2018-03-25,0.0,0.0,0,0.0,,65.8,69.03,20.0,19401609.47878788,2608.2665625
2018-03-26,0.0,0.0,0,0.0,,65.49,68.81,20.0,19401609.47878788,2608.2665625
2018-03-27,0.0,0.0,0,0.0,,65.21,68.63,20.0,19401609.47878788,2608.2665625
2018-03-28,0.0,0.0,0,0.0,,64.3,68.13,17.0,16888580.47878788,2566.055581550802
2018-03-29,0.0,0.0,0,0.0,,64.87,69.02,12.0,12912130.02878788,2745.6514678030303
2018-03-30,0.0,0.0,0,0.0,,64.87,69.02,11.0,14427338.686480187,2593.464755509642
2018-03-31,0.0,0.0,0,0.0,30.0,64.87,69.02,13.0,17968928.664662004,2623.840925990676
2018-04-01,0.0,0.0,0,0.0,30.0,64.87,69.02,11.0,13967677.028298369,2475.525226584022
2018-04-02,0.0,0.0,0,0.0,30.0,63.05,69.02,11.0,13967677.028298369,2475.525226584022
2018-04-03,0.0,0.0,0,0.0,30.0,63.41,69.02,12.0,13367184.411415253,2244.1831464646466
2018-04-04,0.0,0.0,0,0.0,30.0,63.35,66.04,12.0,11226700.711415254,2234.4083674242424
2018-04-05,0.0,0.0,0,0.0,30.0,63.53,66.54,12.0,9374504.553520517,2103.7462777777782
2018-04-06,0.0,0.0,0,0.0,30.0,62.03,66.51,13.0,9018705.280317899,2132.7521002331005
2018-04-07,0.0,0.0,0,0.0,30.0,62.03,66.51,14.0,10031013.986200253,2213.221755411256
2018-04-08,0.0,0.0,0,0.0,30.0,62.03,66.51,14.0,10031013.986200253,2213.221755411256
